id,poli,nomor_antrian,nama_pasien,nik,status,timestamp,dokter
735,Poli KB,POLI-259,Ir. Harjasa Oktaviani,7580940082409462,done,2025-03-13 15:00:00,dr. Dina
736,Poli KB,POLI-075,dr. Tiara Kusumo,2889117440944716,waiting,2025-02-03 18:00:00,dr. Budi
737,Poli KIA,POLI-028,Mulyanto Adriansyah,1278606471631274,done,2025-05-05 12:00:00,dr. Budi
738,Poli Gigi,POLI-581,"Bala Kusmawati, M.Ak",8506635261482909,done,2025-05-20 18:00:00,dr. Budi
739,Poli KIA,POLI-654,dr. Gangsar Siregar,0877625435204928,done,2025-05-19 10:00:00,dr. Eka
740,Poli Umum,POLI-385,R. Cindy Hakim,0871221488293499,done,2025-01-05 15:00:00,dr. Andi
741,Poli KIA,POLI-179,Narji Waskita,9883589223344641,waiting,2025-03-25 14:00:00,dr. Dina
742,Poli KB,POLI-006,Puti Raina Mulyani,5799072010023411,waiting,2025-01-28 13:00:00,dr. Budi
743,Poli Lansia,POLI-189,"Surya Aryani, S.Gz",0744389910174734,done,2025-05-27 10:00:00,dr. Dina
744,Poli KB,POLI-165,Titi Dongoran,1881271444431777,waiting,2025-01-06 11:00:00,dr. Fajar
745,Poli Gizi,POLI-910,Sutan Galang Saragih,0380137481390929,done,2025-03-25 10:00:00,dr. Andi
746,Poli KB,POLI-568,R. Kemba Sihotang,1794431619546379,done,2025-04-10 17:00:00,dr. Budi
747,Poli Umum,POLI-653,"Karimah Rahmawati, S.T.",1746128403878293,done,2025-04-22 12:00:00,dr. Andi
748,Poli Umum,POLI-789,dr. Anastasia Saptono,7315458013578230,done,2025-03-19 15:00:00,dr. Citra
749,Poli KB,POLI-888,Dalima Susanti,1712794152188596,waiting,2025-04-04 09:00:00,dr. Citra
750,Poli Gigi,POLI-338,Laras Natsir,6933842026684697,done,2025-04-23 12:00:00,dr. Budi
751,Poli Gizi,POLI-832,Ir. Mala Susanti,5935005362138522,done,2025-03-18 16:00:00,dr. Eka
752,Poli KB,POLI-512,Kiandra Wulandari,9128472262525737,waiting,2025-04-04 16:00:00,dr. Fajar
753,Poli KB,POLI-382,"Drs. Titi Hastuti, S.Psi",1516358592870304,done,2025-05-29 13:00:00,dr. Eka
754,Poli Lansia,POLI-989,Aslijan Sitompul,1328049026456644,done,2025-01-28 10:00:00,dr. Citra
755,Poli Lansia,POLI-183,Sari Susanti,3390073661480557,done,2025-05-27 09:00:00,dr. Citra
756,Poli Lansia,POLI-611,T. Latif Wijaya,4848792497634995,done,2025-03-12 08:00:00,dr. Citra
757,Poli Lansia,POLI-304,"drg. Indah Gunarto, S.Ked",0771582884512614,waiting,2025-02-16 08:00:00,dr. Eka
758,Poli Gigi,POLI-557,"Hj. Ade Santoso, M.M.",6793656460399032,done,2025-03-24 09:00:00,dr. Eka
759,Poli Lansia,POLI-021,Tgk. Wulan Suryatmi,8581133482791392,done,2025-03-21 14:00:00,dr. Eka
760,Poli Umum,POLI-272,Marwata Oktaviani,7203042222711096,done,2025-04-30 13:00:00,dr. Citra
761,Poli Gizi,POLI-312,Ibun Pradana,4016715424386599,waiting,2025-05-21 11:00:00,dr. Fajar
762,Poli Gizi,POLI-020,Keisha Budiyanto,0154243996314063,waiting,2025-01-06 09:00:00,dr. Citra
763,Poli Umum,POLI-627,"Cut Silvia Palastri, S.Sos",5649187249023940,waiting,2025-02-11 18:00:00,dr. Citra
764,Poli Umum,POLI-847,Julia Saptono,7900312336105806,done,2025-03-02 12:00:00,dr. Andi
765,Poli Gigi,POLI-842,"Karman Tamba, S.E.I",1160372396004195,done,2025-04-17 14:00:00,dr. Andi
766,Poli KIA,POLI-813,Yuni Wibowo,3996596716869337,done,2025-02-02 13:00:00,dr. Eka
767,Poli KIA,POLI-257,Melinda Maheswara,6095246876980092,done,2025-04-15 17:00:00,dr. Citra
768,Poli KB,POLI-211,Asmuni Saragih,7881018330376895,done,2025-05-14 09:00:00,dr. Dina
769,Poli KIA,POLI-299,Ir. Zelda Prasasta,4039354795610912,serving,2025-01-22 14:00:00,dr. Eka
770,Poli Gizi,POLI-505,Salwa Mandala,0801996910135594,done,2025-02-07 13:00:00,dr. Eka
771,Poli KB,POLI-176,Cengkal Pudjiastuti,2384166014014034,done,2025-02-25 14:00:00,dr. Andi
772,Poli Lansia,POLI-879,"Unggul Lazuardi, S.Pd",3152846793474894,done,2025-02-18 18:00:00,dr. Dina
773,Poli Gigi,POLI-911,Dodo Halim,4201759271816764,done,2025-03-27 13:00:00,dr. Citra
774,Poli Gigi,POLI-756,Gandi Sinaga,0748623554922551,done,2025-04-06 11:00:00,dr. Eka
775,Poli Umum,POLI-625,Mahmud Irawan,4108500958244194,done,2025-01-30 13:00:00,dr. Dina
776,Poli KIA,POLI-540,Ghaliyati Purnawati,9396256976840630,done,2025-04-06 09:00:00,dr. Citra
777,Poli KIA,POLI-089,Dt. Aswani Habibi,4609839108169848,done,2025-01-24 09:00:00,dr. Eka
778,Poli Gizi,POLI-685,Sutan Cecep Napitupulu,4805530818021981,done,2025-01-26 16:00:00,dr. Dina
779,Poli KIA,POLI-502,drg. Eli Waskita,1310215097020133,done,2025-02-22 11:00:00,dr. Andi
780,Poli Umum,POLI-496,Drs. Jessica Latupono,1292714466489385,waiting,2025-03-05 09:00:00,dr. Andi
781,Poli KIA,POLI-544,Lalita Adriansyah,0932445720824151,done,2025-03-18 15:00:00,dr. Dina
782,Poli Gizi,POLI-657,"Raisa Prakasa, S.Kom",9291454953330317,serving,2025-04-03 16:00:00,dr. Budi
783,Poli KB,POLI-647,Mustofa Halim,9971886109349996,serving,2025-01-21 15:00:00,dr. Dina
784,Poli Gizi,POLI-583,Drs. Kemba Samosir,0821226932581029,waiting,2025-04-08 18:00:00,dr. Dina
785,Poli Lansia,POLI-783,Vanya Najmudin,1107394408585353,done,2025-03-29 10:00:00,dr. Budi
786,Poli Lansia,POLI-865,Gilda Maryadi,7328020772766568,done,2025-05-02 15:00:00,dr. Andi
787,Poli Umum,POLI-018,Humaira Widiastuti,8094584771806965,done,2025-04-26 17:00:00,dr. Fajar
788,Poli Umum,POLI-116,Mustofa Gunawan,5108587607704638,serving,2025-02-06 10:00:00,dr. Dina
789,Poli KB,POLI-268,Unjani Wijayanti,3851784659787437,waiting,2025-01-18 13:00:00,dr. Budi
790,Poli Gizi,POLI-228,"Ulva Utami, S.H.",7181426430917406,done,2025-02-16 16:00:00,dr. Dina
791,Poli KIA,POLI-769,Cut Cornelia Hutagalung,7401622960784399,waiting,2025-04-08 18:00:00,dr. Budi
792,Poli Umum,POLI-099,Dimaz Prasetyo,8176888604673366,waiting,2025-02-11 17:00:00,dr. Dina
793,Poli Umum,POLI-636,Kamila Mulyani,8828696209448075,done,2025-01-15 15:00:00,dr. Citra
794,Poli KIA,POLI-130,Teguh Narpati,4565659334937863,done,2025-04-03 13:00:00,dr. Dina
795,Poli Lansia,POLI-500,Dt. Embuh Sitorus,2631016560392238,done,2025-01-14 15:00:00,dr. Dina
796,Poli Gizi,POLI-553,"dr. Faizah Wastuti, S.Sos",7871638208606237,done,2025-02-18 18:00:00,dr. Dina
797,Poli Lansia,POLI-308,Rina Nababan,7352919828137160,done,2025-03-16 15:00:00,dr. Dina
798,Poli Lansia,POLI-800,Rusman Kuswoyo,9704238558311762,done,2025-02-20 16:00:00,dr. Eka
799,Poli Gigi,POLI-917,Puji Nugroho,5908492474115394,done,2025-03-31 09:00:00,dr. Fajar
800,Poli Gizi,POLI-056,Kawaca Maheswara,0687652960218330,waiting,2025-04-13 14:00:00,dr. Citra
801,Poli Gizi,POLI-338,"Dr. Narji Sitompul, S.Pd",9014850960380128,done,2025-03-16 15:00:00,dr. Andi
802,Poli KB,POLI-071,"Drs. Baktiono Lailasari, S.T.",3010643313678121,waiting,2025-05-14 16:00:00,dr. Andi
803,Poli KB,POLI-739,"Mulyono Suryatmi, S.Ked",8842327321603072,done,2025-01-22 14:00:00,dr. Dina
804,Poli Gizi,POLI-555,"drg. Hana Pangestu, S.I.Kom",7682066802636232,done,2025-05-19 11:00:00,dr. Eka
805,Poli Umum,POLI-474,drg. Kiandra Yuliarti,4376312425320439,done,2025-04-07 12:00:00,dr. Dina
806,Poli KB,POLI-035,Padmi Permata,6606509009422158,done,2025-05-07 14:00:00,dr. Andi
807,Poli KIA,POLI-231,Latif Nainggolan,9910305090229567,waiting,2025-03-02 18:00:00,dr. Citra
808,Poli KIA,POLI-903,"Puti Anastasia Zulaika, S.IP",2739490506815293,done,2025-03-26 18:00:00,dr. Budi
809,Poli Gigi,POLI-143,drg. Zulaikha Waskita,2106105855933191,done,2025-05-02 17:00:00,dr. Dina
810,Poli Lansia,POLI-270,Farah Palastri,2303936802532964,waiting,2025-01-27 09:00:00,dr. Dina
811,Poli Umum,POLI-137,Cakrabuana Damanik,6632389430266413,done,2025-05-23 10:00:00,dr. Fajar
812,Poli Gigi,POLI-388,Indra Wacana,6897203283440888,done,2025-01-26 08:00:00,dr. Eka
813,Poli KIA,POLI-233,"H. Laswi Hariyah, S.E.I",6383880527870583,done,2025-02-23 09:00:00,dr. Dina
814,Poli Umum,POLI-939,Parman Hakim,1988883984334067,done,2025-04-30 12:00:00,dr. Budi
815,Poli KB,POLI-420,"Sutan Teddy Halimah, M.TI.",8540297932111228,done,2025-03-26 13:00:00,dr. Citra
816,Poli Gigi,POLI-909,"R.A. Betania Prasasta, M.TI.",3352400416025848,done,2025-01-21 13:00:00,dr. Fajar
817,Poli Lansia,POLI-067,Rachel Setiawan,1664182268937832,done,2025-03-22 08:00:00,dr. Andi
818,Poli Lansia,POLI-178,Empluk Lazuardi,6568722578099749,done,2025-01-24 15:00:00,dr. Budi
819,Poli KIA,POLI-757,"H. Yoga Manullang, M.Pd",5566505565293348,serving,2025-05-12 13:00:00,dr. Andi
820,Poli Lansia,POLI-148,"drg. Safina Safitri, M.Pd",7176545008302027,done,2025-03-19 10:00:00,dr. Budi
821,Poli KIA,POLI-120,"Gilang Mandasari, M.Farm",6358519870383836,done,2025-03-02 09:00:00,dr. Andi
822,Poli Umum,POLI-596,T. Elon Kusumo,1584872243892373,done,2025-03-12 11:00:00,dr. Dina
823,Poli Gizi,POLI-670,Laila Mandala,4096494375086850,done,2025-02-10 14:00:00,dr. Eka
824,Poli Lansia,POLI-049,"Luthfi Marpaung, M.Ak",1952526646209853,done,2025-01-20 09:00:00,dr. Eka
825,Poli KIA,POLI-358,Genta Hidayanto,5777859393352415,done,2025-01-16 09:00:00,dr. Budi
826,Poli Umum,POLI-144,Jail Dabukke,7809578361089893,done,2025-03-17 13:00:00,dr. Fajar
827,Poli Lansia,POLI-986,Kajen Palastri,8746037843478263,done,2025-05-26 14:00:00,dr. Fajar
828,Poli KIA,POLI-766,"T. Dagel Wibowo, S.I.Kom",6417353349261290,done,2025-03-13 17:00:00,dr. Citra
829,Poli KIA,POLI-694,"Drs. Karna Mustofa, M.Ak",0895535592331930,done,2025-03-15 11:00:00,dr. Fajar
830,Poli Gigi,POLI-545,Puspa Nugroho,2339449473441410,done,2025-02-10 15:00:00,dr. Budi
831,Poli Lansia,POLI-558,"Karma Utama, S.Pt",5456197738614675,done,2025-03-22 18:00:00,dr. Dina
832,Poli Umum,POLI-403,"Tgk. Amalia Gunawan, M.Pd",4254084949572475,done,2025-03-22 12:00:00,dr. Fajar
833,Poli Gigi,POLI-645,Galak Andriani,2939023380817891,done,2025-02-20 12:00:00,dr. Dina
834,Poli KB,POLI-230,drg. Caturangga Permadi,6951625038871942,done,2025-02-12 11:00:00,dr. Andi
835,Poli KB,POLI-609,Balamantri Maryadi,5527725779714222,done,2025-02-19 16:00:00,dr. Budi
836,Poli Gizi,POLI-795,"Tgk. Jaya Natsir, M.M.",2080824947124418,done,2025-03-04 18:00:00,dr. Budi
837,Poli KB,POLI-792,Dina Wacana,4118473219102019,waiting,2025-01-11 10:00:00,dr. Eka
838,Poli Umum,POLI-721,Bakiadi Rajasa,7074467016865940,waiting,2025-01-25 15:00:00,dr. Andi
839,Poli Gizi,POLI-634,Aurora Ardianto,0848265205041156,done,2025-04-12 12:00:00,dr. Eka
840,Poli KB,POLI-138,Ajimin Tarihoran,9444912795598939,done,2025-04-08 16:00:00,dr. Citra
841,Poli KIA,POLI-956,Dinda Wulandari,9723987584845325,waiting,2025-03-01 11:00:00,dr. Fajar
842,Poli Lansia,POLI-824,Martani Andriani,4017251430279462,waiting,2025-03-26 09:00:00,dr. Eka
843,Poli Gigi,POLI-479,Jessica Prayoga,4535127239568878,done,2025-04-08 14:00:00,dr. Dina
844,Poli Lansia,POLI-033,Anastasia Waskita,2203865431217716,done,2025-03-16 15:00:00,dr. Dina
845,Poli Umum,POLI-201,dr. Agus Usamah,6585287116991943,done,2025-05-30 18:00:00,dr. Andi
846,Poli Lansia,POLI-610,"Tgk. Irwan Mandala, S.T.",7862325925985951,done,2025-01-23 14:00:00,dr. Fajar
847,Poli Gizi,POLI-928,Eka Sinaga,3798171051796591,serving,2025-03-13 18:00:00,dr. Eka
848,Poli Gizi,POLI-338,Tiara Situmorang,1642940979756238,done,2025-04-04 14:00:00,dr. Dina
849,Poli Gizi,POLI-125,"drg. Rafid Siregar, S.Sos",2955330968038850,waiting,2025-04-23 15:00:00,dr. Citra
850,Poli KIA,POLI-075,Uda Uwais,9220571313786613,done,2025-03-31 08:00:00,dr. Andi
851,Poli Gizi,POLI-595,Indah Prakasa,0403111463639651,done,2025-02-15 14:00:00,dr. Dina
852,Poli Umum,POLI-764,Ir. Julia Zulaika,3647584294091154,serving,2025-05-09 13:00:00,dr. Andi
853,Poli KIA,POLI-922,Shania Saragih,3026105599687049,done,2025-05-18 18:00:00,dr. Dina
854,Poli Umum,POLI-565,Wasis Hidayat,5594120512005688,done,2025-01-12 15:00:00,dr. Citra
855,Poli Lansia,POLI-765,Heru Rajata,6517470848446921,waiting,2025-03-08 13:00:00,dr. Eka
856,Poli Gizi,POLI-492,Lanang Nurdiyanti,4364809252831674,done,2025-01-03 16:00:00,dr. Citra
857,Poli KIA,POLI-295,Wakiman Adriansyah,3047671628913652,done,2025-02-25 14:00:00,dr. Andi
858,Poli Umum,POLI-152,Karsa Mayasari,5245794803261722,done,2025-05-23 15:00:00,dr. Eka
859,Poli KIA,POLI-493,Malika Prastuti,2886870799513476,done,2025-01-24 15:00:00,dr. Dina
860,Poli KB,POLI-381,Cahyo Setiawan,5249534396901971,done,2025-03-31 12:00:00,dr. Budi
861,Poli Gizi,POLI-475,Irfan Suwarno,9678205615665765,done,2025-03-07 11:00:00,dr. Dina
862,Poli KIA,POLI-212,Maman Firmansyah,0004578572209447,done,2025-01-03 09:00:00,dr. Budi
863,Poli Umum,POLI-414,"R.A. Lidya Novitasari, S.T.",0423254312745046,waiting,2025-03-01 10:00:00,dr. Citra
864,Poli KIA,POLI-905,Dimas Hassanah,3971618583921516,done,2025-02-06 10:00:00,dr. Fajar
865,Poli Umum,POLI-576,Tania Uwais,9564055541215828,serving,2025-03-04 08:00:00,dr. Andi
866,Poli KB,POLI-354,Rika Hastuti,5256582192296068,done,2025-05-02 17:00:00,dr. Dina
867,Poli Gigi,POLI-863,Wirda Handayani,6176050490362408,done,2025-04-13 14:00:00,dr. Eka
868,Poli Umum,POLI-100,"Violet Pangestu, S.IP",7371591173545083,done,2025-01-21 15:00:00,dr. Eka
869,Poli Gizi,POLI-919,Tira Hariyah,4695753044205064,waiting,2025-01-10 14:00:00,dr. Budi
870,Poli Umum,POLI-795,"dr. Cornelia Wahyuni, S.Sos",2503029113727926,done,2025-05-22 18:00:00,dr. Citra
871,Poli KB,POLI-269,"drg. Olivia Ardianto, S.Farm",4695813600444533,done,2025-04-20 18:00:00,dr. Andi
872,Poli Umum,POLI-208,Yuliana Pangestu,7532269567848657,done,2025-02-05 12:00:00,dr. Citra
873,Poli KB,POLI-585,Prasetyo Rajasa,2039065347570488,done,2025-02-12 16:00:00,dr. Andi
874,Poli Gizi,POLI-999,Lalita Lailasari,2357462329172954,done,2025-05-21 11:00:00,dr. Dina
875,Poli Umum,POLI-884,Gaduh Halim,4528060715846734,waiting,2025-03-11 12:00:00,dr. Eka
876,Poli Lansia,POLI-911,Dartono Wasita,9285553760781996,done,2025-02-17 09:00:00,dr. Fajar
877,Poli Gigi,POLI-915,Janet Sitompul,7520528130106528,done,2025-01-28 18:00:00,dr. Fajar
878,Poli KIA,POLI-028,Zahra Rajata,2289570350881180,done,2025-02-11 13:00:00,dr. Fajar
879,Poli Gigi,POLI-081,Mitra Sihotang,5219289315946409,done,2025-02-04 13:00:00,dr. Fajar
880,Poli Umum,POLI-051,"Tgk. Akarsana Saputra, S.Sos",5973001059309960,waiting,2025-01-03 14:00:00,dr. Fajar
881,Poli Gizi,POLI-951,Halim Winarno,8999306660902835,done,2025-03-01 17:00:00,dr. Budi
882,Poli KB,POLI-715,Jail Simbolon,1704579751837214,done,2025-04-02 14:00:00,dr. Budi
883,Poli KIA,POLI-863,Martani Suryatmi,2931038598623145,done,2025-02-09 14:00:00,dr. Fajar
884,Poli Lansia,POLI-402,"Xanana Pertiwi, M.Farm",9216813603488104,done,2025-05-25 16:00:00,dr. Budi
885,Poli KB,POLI-451,Gabriella Wacana,7778314917912359,waiting,2025-02-15 16:00:00,dr. Andi
886,Poli Lansia,POLI-002,Maryanto Wulandari,1658625439784520,done,2025-01-10 14:00:00,dr. Dina
887,Poli KB,POLI-156,Gasti Prasetyo,1265221978959452,done,2025-01-03 17:00:00,dr. Citra
888,Poli Lansia,POLI-705,Aisyah Hastuti,9872174370434201,done,2025-05-02 09:00:00,dr. Fajar
889,Poli KB,POLI-242,Shakila Pradipta,4600480334537215,done,2025-02-25 10:00:00,dr. Citra
890,Poli KB,POLI-475,Hendra Riyanti,0675250784793789,done,2025-03-27 16:00:00,dr. Andi
891,Poli Gizi,POLI-376,Oni Marpaung,7766287753969466,done,2025-01-30 16:00:00,dr. Fajar
892,Poli Lansia,POLI-786,Zaenab Sinaga,4902406921150164,waiting,2025-02-17 14:00:00,dr. Dina
893,Poli Lansia,POLI-405,Cakrabuana Sitompul,7832991153130088,serving,2025-03-06 17:00:00,dr. Eka
894,Poli Gigi,POLI-239,Omar Halimah,8971615706028702,done,2025-04-22 10:00:00,dr. Andi
895,Poli KIA,POLI-615,Farah Damanik,1329823322197747,done,2025-05-16 13:00:00,dr. Citra
896,Poli Umum,POLI-263,Tari Lestari,1491655895015622,waiting,2025-05-25 09:00:00,dr. Citra
897,Poli Gigi,POLI-606,T. Galuh Prasasta,4395091984556768,serving,2025-05-26 18:00:00,dr. Citra
898,Poli Gigi,POLI-121,Caket Tampubolon,2017877701397843,waiting,2025-05-22 09:00:00,dr. Andi
899,Poli KIA,POLI-874,Dian Damanik,8897447305737064,done,2025-02-23 09:00:00,dr. Fajar
900,Poli KIA,POLI-663,Cut Uchita Pratama,8904980661071620,done,2025-03-02 09:00:00,dr. Eka
901,Poli Gizi,POLI-102,Fathonah Wijayanti,4250481124714530,done,2025-01-20 13:00:00,dr. Eka
902,Poli Umum,POLI-581,drg. Yance Ardianto,4726913294151716,waiting,2025-04-10 17:00:00,dr. Andi
903,Poli Umum,POLI-858,"Luluh Nugroho, S.E.I",2361544591907734,done,2025-04-11 08:00:00,dr. Budi
904,Poli KIA,POLI-884,Balijan Irawan,8278860768564097,waiting,2025-04-04 08:00:00,dr. Eka
905,Poli Gigi,POLI-010,Ajeng Suartini,1725141792967375,done,2025-04-07 08:00:00,dr. Fajar
906,Poli Umum,POLI-516,"H. Umaya Lazuardi, S.I.Kom",9055060549351725,done,2025-01-01 15:00:00,dr. Budi
907,Poli Gizi,POLI-980,"Kartika Waluyo, S.Psi",7630815722562292,done,2025-01-05 15:00:00,dr. Citra
908,Poli Lansia,POLI-962,H. Bajragin Sirait,6970345506051046,done,2025-05-25 12:00:00,dr. Dina
909,Poli Gizi,POLI-617,"drg. Vinsen Natsir, M.Farm",9858300538412902,waiting,2025-01-05 09:00:00,dr. Andi
910,Poli Gigi,POLI-626,dr. Ana Mandasari,5292722445320826,done,2025-04-19 18:00:00,dr. Dina
911,Poli Gigi,POLI-271,Gading Prastuti,6595338944540131,waiting,2025-03-10 16:00:00,dr. Budi
912,Poli Umum,POLI-909,Mursinin Megantara,7096446202908996,done,2025-03-17 16:00:00,dr. Eka
913,Poli KIA,POLI-950,Zizi Tarihoran,8651342501525445,waiting,2025-05-23 12:00:00,dr. Andi
914,Poli Gigi,POLI-734,T. Marsudi Purwanti,5071206305694159,done,2025-04-25 18:00:00,dr. Citra
915,Poli Lansia,POLI-561,Sidiq Kusmawati,5088349022057241,serving,2025-03-14 14:00:00,dr. Fajar
916,Poli Lansia,POLI-956,dr. Drajat Uyainah,0968686047820873,waiting,2025-01-04 11:00:00,dr. Andi
917,Poli Gigi,POLI-414,"T. Lukita Pudjiastuti, S.Ked",0544720459820947,done,2025-03-22 11:00:00,dr. Citra
918,Poli KIA,POLI-033,Puspa Rajata,4329659840593464,waiting,2025-03-17 15:00:00,dr. Citra
919,Poli KB,POLI-990,dr. Paiman Wulandari,5218719786500007,done,2025-01-15 18:00:00,dr. Eka
920,Poli Gizi,POLI-065,Vanesa Mardhiyah,2102349961489672,waiting,2025-02-04 13:00:00,dr. Budi
921,Poli Umum,POLI-083,Gasti Sitorus,4322377507268358,waiting,2025-02-19 13:00:00,dr. Budi
922,Poli Umum,POLI-389,Aisyah Hassanah,8200874290274623,waiting,2025-01-30 08:00:00,dr. Eka
923,Poli Umum,POLI-440,Kemal Sihotang,5614765674660374,waiting,2025-05-21 14:00:00,dr. Andi
924,Poli Umum,POLI-528,Artawan Rajasa,8195515262675021,done,2025-01-23 15:00:00,dr. Eka
925,Poli KB,POLI-515,Erik Nasyidah,5918594815758755,waiting,2025-04-18 09:00:00,dr. Andi
926,Poli Lansia,POLI-362,"Ir. Mujur Sinaga, S.E.I",8303659241158745,done,2025-03-11 15:00:00,dr. Citra
927,Poli KB,POLI-204,"Pranawa Safitri, M.M.",0533981977409949,done,2025-04-10 13:00:00,dr. Eka
928,Poli Gigi,POLI-761,"R. Praba Nasyiah, S.E.",8672384341562141,done,2025-05-26 12:00:00,dr. Andi
929,Poli Gizi,POLI-199,Clara Pertiwi,9182409348196017,done,2025-05-17 11:00:00,dr. Citra
930,Poli Umum,POLI-772,Puji Narpati,1656183807972250,waiting,2025-05-18 11:00:00,dr. Andi
931,Poli KB,POLI-147,"Ir. Febi Mahendra, M.M.",3326188216077720,done,2025-03-12 17:00:00,dr. Dina
932,Poli Gizi,POLI-115,"H. Estiono Riyanti, M.Ak",6442745587698283,done,2025-04-08 14:00:00,dr. Budi
933,Poli KIA,POLI-504,Mala Haryanto,2467329298362483,done,2025-03-07 17:00:00,dr. Fajar
934,Poli KB,POLI-900,"Nardi Zulkarnain, S.T.",7499258300610895,waiting,2025-03-29 11:00:00,dr. Fajar
935,Poli Gigi,POLI-379,"Ir. Eva Adriansyah, S.Ked",4806985352903102,done,2025-03-25 17:00:00,dr. Dina
936,Poli Umum,POLI-727,Mala Padmasari,7326124666714867,waiting,2025-05-23 11:00:00,dr. Dina
937,Poli KB,POLI-547,Sutan Teguh Agustina,1401270197483358,serving,2025-05-15 17:00:00,dr. Fajar
938,Poli Umum,POLI-063,dr. Rini Dabukke,0290024623985248,done,2025-05-22 12:00:00,dr. Citra
939,Poli KIA,POLI-434,"Puput Hutagalung, M.M.",5840245674753046,waiting,2025-04-28 10:00:00,dr. Budi
940,Poli KIA,POLI-921,dr. Cakrawangsa Marpaung,2500644573894233,done,2025-04-21 08:00:00,dr. Fajar
941,Poli Lansia,POLI-555,dr. Maida Rajata,5588175629630408,done,2025-05-07 16:00:00,dr. Andi
942,Poli Gigi,POLI-067,"Dr. Silvia Yolanda, S.E.",9927360628964214,waiting,2025-03-24 13:00:00,dr. Eka
943,Poli Gizi,POLI-428,Qori Setiawan,0204345651540469,done,2025-03-15 12:00:00,dr. Fajar
944,Poli Lansia,POLI-340,Margana Waluyo,8088535951644897,waiting,2025-04-22 11:00:00,dr. Citra
945,Poli KIA,POLI-679,Elma Winarno,8213654883083178,serving,2025-02-01 09:00:00,dr. Andi
946,Poli KIA,POLI-480,"R.M. Limar Palastri, S.Ked",7840073834257867,waiting,2025-02-23 09:00:00,dr. Budi
947,Poli KB,POLI-578,Bancar Natsir,2168925493918695,serving,2025-01-23 09:00:00,dr. Budi
948,Poli KB,POLI-269,"Lurhur Mandala, S.Pd",2805008040563934,done,2025-03-04 10:00:00,dr. Dina
949,Poli Umum,POLI-431,"Ir. Natalia Hidayanto, M.Farm",3022130487712520,done,2025-05-21 13:00:00,dr. Dina
950,Poli Gizi,POLI-290,Icha Wibowo,0486635465012119,done,2025-01-25 18:00:00,dr. Fajar
951,Poli Umum,POLI-586,"Drs. Tiara Sudiati, M.Kom.",2866829457411359,done,2025-05-27 14:00:00,dr. Fajar
952,Poli Umum,POLI-107,"Dr. Clara Maryadi, M.Kom.",9382141080155424,done,2025-01-15 10:00:00,dr. Andi
953,Poli Lansia,POLI-750,Warji Palastri,1597446316646749,waiting,2025-04-10 17:00:00,dr. Fajar
954,Poli KIA,POLI-029,Slamet Purwanti,9377572102595309,done,2025-04-08 09:00:00,dr. Fajar
955,Poli Gizi,POLI-119,Sarah Hassanah,4177516372863211,done,2025-05-02 11:00:00,dr. Citra
956,Poli KB,POLI-434,Citra Marbun,9943075699000203,done,2025-04-11 15:00:00,dr. Dina
957,Poli KIA,POLI-468,Jane Pratiwi,7306119866863021,done,2025-01-13 11:00:00,dr. Dina
958,Poli Gigi,POLI-754,Emil Gunarto,4177885494406259,done,2025-05-14 13:00:00,dr. Budi
959,Poli Umum,POLI-048,"Hj. Salimah Prakasa, S.Pt",0344996553153098,done,2025-01-06 13:00:00,dr. Eka
960,Poli Gizi,POLI-448,Cawisadi Wulandari,4807272097765547,done,2025-04-24 08:00:00,dr. Budi
961,Poli KB,POLI-522,Anom Halimah,3223996693570331,serving,2025-05-07 10:00:00,dr. Dina
962,Poli Lansia,POLI-872,"Yunita Mayasari, S.H.",4053841239821298,done,2025-05-26 12:00:00,dr. Budi
963,Poli Gigi,POLI-712,"Drs. Salimah Andriani, S.Pd",3302968485230845,serving,2025-02-01 10:00:00,dr. Citra
964,Poli KIA,POLI-445,Kamal Maryati,6768569724450301,serving,2025-05-16 16:00:00,dr. Dina
965,Poli Gigi,POLI-619,"dr. Melinda Irawan, S.Sos",4796152994133140,done,2025-04-21 14:00:00,dr. Eka
966,Poli KB,POLI-972,"Lasmono Suryono, S.Ked",8343155640378875,waiting,2025-05-06 14:00:00,dr. Fajar
967,Poli Gizi,POLI-901,"Ilsa Saptono, M.Ak",8032654358046686,serving,2025-03-13 14:00:00,dr. Eka
968,Poli KIA,POLI-161,dr. Darmanto Saptono,7548574504009549,done,2025-05-15 09:00:00,dr. Eka
969,Poli KB,POLI-332,Parman Mandasari,9536200718907847,done,2025-05-26 18:00:00,dr. Eka
970,Poli KIA,POLI-394,Violet Prakasa,4301113579591358,waiting,2025-01-03 13:00:00,dr. Eka
971,Poli KB,POLI-123,Yuni Mayasari,8693021584177434,done,2025-04-10 08:00:00,dr. Budi
972,Poli KIA,POLI-701,R. Ani Wastuti,2694728739270707,done,2025-02-20 16:00:00,dr. Budi
973,Poli Umum,POLI-400,Endah Mulyani,5587917632771938,waiting,2025-03-25 09:00:00,dr. Fajar
974,Poli Gigi,POLI-309,"Puti Nurdiyanti, S.H.",6500457400970841,done,2025-05-18 09:00:00,dr. Eka
